Group_Name,Group_QID,Member_Name_EN,Member_Name_KO,Member_QID,Kind,Source
Superkind,Q112692507,Sio,시오,Q112692559,GROUP,Wikidata_P463_P527
Suzy,Q464645,Bae Suzy,수지,Q464645,SOLO,Wikidata_Entity
T-ARA,Q495383,Hahm Eun-jung,함은정,Q140099,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Hyomin,효민,Q263279,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Jeon Bo-ram,보람,Q486074,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Kim Dani,다니,Q12590780,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Lee Areum,이아름,Q1093105,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Park Ji-yeon,지연,Q483563,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Park So-yeon,소연,Q484886,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Qri,큐리,Q487897,GROUP,Wikidata_P463_P527
T-ARA,Q495383,Ryu Hwa-young,류화영,Q486995,GROUP,Wikidata_P463_P527
TFN,Q105093757,Kevin,케빈,Q107109809,GROUP,Wikidata_P463_P527
TFN,Q105093757,Noa,노아,Q107109130,GROUP,Wikidata_P463_P527
TFN,Q105093757,Sian,시안,Q107109354,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Eric,에릭,Q61750285,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Hwall,활,Q61100151,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Hyunjae,현재,Q61100807,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Jacob,제이콥,Q61863763,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Ju Hak-nyeon,주학년,Q60608527,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Kevin Moon,케빈,Q61750304,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Kim Sun-woo,선우,Q61750270,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Lee Ju Yeon,주연,Q61863774,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,New,뉴,Q61863055,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Q,큐,Q61863833,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Sangyeon,상연,Q61863254,GROUP,Wikidata_P463_P527
THE BOYZ,Q41949104,Younghoon,영훈,Q61863509,GROUP,Wikidata_P463_P527
TNX,Q111745890,Woo Kyung-jun,우경준,Q115528249,GROUP,Wikidata_P463_P527
TO1,Q86730786,Cha Woong Ki,웅기,Q12618529,GROUP,Wikidata_P463_P527
TOMORROW X TOGETHER,Q60550265,Beomgyu,범규,Q62396696,GROUP,Wikidata_P463_P527
TOMORROW X TOGETHER,Q60550265,Huening Kai,휴닝카이,Q61715236,GROUP,Wikidata_P463_P527
TOMORROW X TOGETHER,Q60550265,Soobin,수빈,Q62396828,GROUP,Wikidata_P463_P527
TOMORROW X TOGETHER,Q60550265,Taehyun,태현,Q61715235,GROUP,Wikidata_P463_P527
TOMORROW X TOGETHER,Q60550265,Yeonjun,연준,Q62396954,GROUP,Wikidata_P463_P527
TOZ,Q130475627,Toyonaga Takuto,,Q130474904,GROUP,Wikidata_P463_P527
TRCNG,Q42431662,Kim Ji-hun,지훈,Q12588834,GROUP,Wikidata_P463_P527
TRCNG,Q42431662,Kim Ji-sung,지성,Q79404278,GROUP,Wikidata_P463_P527
TRCNG,Q42431662,Kim Kang-min,강민,Q112022592,GROUP,Wikidata_P463_P527
TRCNG,Q42431662,Yang Tae-seon,태선,Q69697035,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Bang Ye-dam,방예담,Q16323115,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Choi Hyun-suk,최현석,Q63850969,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Hamada Asahi,아사히,Q97352000,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Jihoon,지훈,Q97352001,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Kim Do-young,김도영,Q97320177,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Kim Jun-kyu,김준규,Q97319986,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Park Jeong-woo,박정우,Q97326265,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,So Jung-hwan,소정환,Q97352009,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Takata Mashiho,마시호,Q97352002,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Watanabe Haruto,하루토,Q97352003,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Yoon Jae-Hyuk,윤재혁,Q98136886,GROUP,Wikidata_P463_P527
TREASURE,Q61057550,Yoshi,요시,Q98136892,GROUP,Wikidata_P463_P527
TRI.BE,Q105592472,HyunBin,현빈,Q124791565,GROUP,Wikidata_P463_P527
TRI.BE,Q105592472,Jia,지아,Q105718392,GROUP,Wikidata_P463_P527
TRI.BE,Q105592472,Jinha,진하,Q124791616,GROUP,Wikidata_P463_P527
TRI.BE,Q105592472,Kelly,켈리,Q105592481,GROUP,Wikidata_P463_P527
TRI.BE,Q105592472,Mire,미레,Q124791600,GROUP,Wikidata_P463_P527
TRI.BE,Q105592472,Soeun,소은,Q124791592,GROUP,Wikidata_P463_P527
TRI.BE,Q105592472,SongSun,김송선,Q124791451,GROUP,Wikidata_P463_P527
TUIDE,Q141030335,Elena,,Q141030881,GROUP,Wikidata_P463_P527
TUIDE,Q141030335,Jia,,Q141030884,GROUP,Wikidata_P463_P527
TUIDE,Q141030335,Saki,,Q141030888,GROUP,Wikidata_P463_P527
TUIDE,Q141030335,Seah,,Q141030892,GROUP,Wikidata_P463_P527
TUIDE,Q141030335,Seohee,,Q141030875,GROUP,Wikidata_P463_P527
TUIDE,Q141030335,Seoyeon,,Q141030878,GROUP,Wikidata_P463_P527
TUIDE,Q141030335,Yi Hani,,Q141030895,GROUP,Wikidata_P463_P527
TVXQ,Q192983,Changmin,최강창민,Q483041,GROUP,Wikidata_P463_P527
TVXQ,Q192983,Kim Bo-mi,김보미,Q12587510,GROUP,Wikidata_P463_P527
TVXQ,Q192983,Kim Jae-joong,김재중,Q169717,GROUP,Wikidata_P463_P527
TVXQ,Q192983,Kim Junsu,김준수,Q482783,GROUP,Wikidata_P463_P527
TVXQ,Q192983,Park Yoo-chun,박유천,Q482519,GROUP,Wikidata_P463_P527
TVXQ,Q192983,Yunho,유노윤호,Q495352,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Chou Tzuyu,쯔위,Q20688219,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Im Nayeon,나연,Q22804243,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Kim Da-hyun,다현,Q22773838,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Mina Myoi,미나,Q20688186,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Minatozaki Sana,사나,Q23012025,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Momo,모모,Q23779926,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Park Ji-hyo,지효,Q22774055,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Son Chaeyoung,채영,Q24043625,GROUP,Wikidata_P463_P527
TWICE,Q20645861,Yoo Jeong-yeon,정연,Q25374501,GROUP,Wikidata_P463_P527
TWS,Q124091148,Dohoon,도훈,Q125865775,GROUP,Wikidata_P463_P527
TWS,Q124091148,Han Jihoon,지훈,Q124091988,GROUP,Wikidata_P463_P527
TWS,Q124091148,Hanjin,한진,Q132041929,GROUP,Wikidata_P463_P527
TWS,Q124091148,Kyungmin,경민,Q132041931,GROUP,Wikidata_P463_P527
TWS,Q124091148,Shinyu,신유,Q132041926,GROUP,Wikidata_P463_P527
TWS,Q124091148,Youngjae,영재,Q132041928,GROUP,Wikidata_P463_P527
Taemin,Q269836,Choi Min-ho,민호,Q134575,GROUP,Wikidata_P463_P527
Taemin,Q269836,Key,Key,Q483980,GROUP,Wikidata_P463_P527
Taemin,Q269836,Kim Jong-hyun,종현,Q484484,GROUP,Wikidata_P463_P527
Taemin,Q269836,Lee Taemin,태민,Q153597,GROUP,Wikidata_P463_P527
Taemin,Q269836,Onew,온유,Q494692,GROUP,Wikidata_P463_P527
Tahiti,Q12070509,Ari,아리,Q43111132,GROUP,Wikidata_P463_P527
Tahiti,Q12070509,Shin Ji-soo,신지수,Q22975001,GROUP,Wikidata_P463_P527
Teen Top,Q307368,Ahn Daniel,니엘,Q12590744,GROUP,Wikidata_P463_P527
Teen Top,Q307368,Byung-heon,병헌,Q16097542,GROUP,Wikidata_P463_P527
Teen Top,Q307368,C.A.P.,C.A.P,Q12580794,GROUP,Wikidata_P463_P527
Teen Top,Q307368,Changjo,창조,Q16097737,GROUP,Wikidata_P463_P527
Teen Top,Q307368,Chunji,천지,Q12618970,GROUP,Wikidata_P463_P527
Teen Top,Q307368,Ricky,리키,Q12594449,GROUP,Wikidata_P463_P527
Tempest,Q110920753,화랑,화랑,Q97225586,GROUP,Wikidata_P463_P527
Tempest,Q110920753,Hanbin,한빈,Q104434346,GROUP,Wikidata_P463_P527
Tempest,Q110920753,LEW,의웅,Q43089094,GROUP,Wikidata_P463_P527
Tempest,Q110920753,Song Jae-won,송재원,Q125473671,GROUP,Wikidata_P463_P527
The Rose,Q47276215,Kim Woo-sung,김우성,Q66311686,GROUP,Wikidata_P463_P527
Triple H,Q29350008,Dawn,이던,Q42101185,GROUP,Wikidata_P463_P527
Triple H,Q29350008,Hui,후이,Q43089418,GROUP,Wikidata_P463_P527
Triple H,Q29350008,Hyuna,현아,Q234066,GROUP,Wikidata_P463_P527
Trouble Maker,Q492416,Hyuna,현아,Q234066,GROUP,Wikidata_P463_P527
Trouble Maker,Q492416,Jang Hyun-seung,장현승,Q486634,GROUP,Wikidata_P463_P527
U-KISS,Q482543,AJ,AJ,Q17682969,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Alexander Lee Eusebio,알렉산더,Q487462,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Allen Kim,김기범,Q625732,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Eli Kim,일라이,Q5360259,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Jun,이준영,Q49580130,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Kevin Woo,케빈,Q6397789,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Lee Kiseop,기섭,Q2591401,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Shin Dongho,신동호,Q493590,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Shin Soohyun,수현,Q7497227,GROUP,Wikidata_P463_P527
U-KISS,Q482543,Yeo Hoon-min,훈,Q8052399,GROUP,Wikidata_P463_P527
UN,Q7865415,Choi Jung-won,최정원,Q16079963,GROUP,Wikidata_P463_P527
UN,Q7865415,Kim Jeong-hoon,김정훈,Q485654,GROUP,Wikidata_P463_P527
UNB,Q48938268,Daewon,대원,Q55736873,GROUP,Wikidata_P463_P527
UNB,Q48938268,Feeldog,필독,Q27951527,GROUP,Wikidata_P463_P527
UNB,Q48938268,Ji Han-sol,지한솔,Q41513728,GROUP,Wikidata_P463_P527
UNB,Q48938268,Jun,이준영,Q49580130,GROUP,Wikidata_P463_P527
UNB,Q48938268,Kang Yu-chan,강유찬,Q113357150,GROUP,Wikidata_P463_P527
UNB,Q48938268,Kim Ki-joong,기중,Q112021346,GROUP,Wikidata_P463_P527
UNB,Q48938268,Ko Ho-jung,고호정,Q55727455,GROUP,Wikidata_P463_P527
UNB,Q48938268,Lee Eui-jin,의진,Q51884158,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Hong Eui-jin,의진,Q43111227,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Jinyea,진예,Q50109116,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Lee Hyun-joo,이현주,Q27920084,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Lee Su-ji,이수지,Q24857307,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,NC.A,NC.A,Q15137086,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Woohee,우희,Q16090396,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Yang Ji-won,양지원,Q3207955,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Yebin,백예빈,Q30243794,GROUP,Wikidata_P463_P527
UNI.T,Q48938270,Yoonjo,윤조,Q15865012,GROUP,Wikidata_P463_P527
UNIQ,Q18712416,Kim Sung-joo,김성주,Q21040489,GROUP,Wikidata_P463_P527
UNIQ,Q18712416,Li Wenhan,리원한,Q42907478,GROUP,Wikidata_P463_P527
UNIQ,Q18712416,WOODZ,우즈,Q27953522,GROUP,Wikidata_P463_P527
UNIQ,Q18712416,Wang Yibo,왕이보,Q21094167,GROUP,Wikidata_P463_P527
UNIQ,Q18712416,Zhou Yixuan,조이쉔,Q21094138,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Bang Yun-ha,방윤하,Q125223001,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Elisia Parmisano,,Q124283321,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Gehlee Dangca,,Q124295849,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Jin Hyeon-ju,진현주,Q84324505,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Kotoko,코토코,Q125222461,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Lim Seo-won,임서원,Q125223945,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Nana,,Q125221721,GROUP,Wikidata_P463_P527
UNIS,Q124362218,Oh Yoon-a,오윤아,Q125223559,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Bit-to,비토,Q28698250,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Gyujin,규진,Q59594098,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Hwanhee,환희,Q67981163,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Jinhoo,진후,Q67981151,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Kim Woo-seok,김우석,Q28698246,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Kogyeol,고결,Q67981192,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Kuhn,쿤,Q67980868,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Lee Dongyeol,이동열,Q67981175,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Lee Jin-hyuk,이진혁,Q64796810,GROUP,Wikidata_P463_P527
UP10TION,Q21012399,Sunyoul,선율,Q28698248,GROUP,Wikidata_P463_P527
USPEER,Q134540226,Chaena,채나,Q134561345,GROUP,Wikidata_P463_P527
USPEER,Q134540226,Daon,다온,Q134561344,GROUP,Wikidata_P463_P527
USPEER,Q134540226,Roa,로아,Q134561346,GROUP,Wikidata_P463_P527
USPEER,Q134540226,Seoyu,서유,Q134561343,GROUP,Wikidata_P463_P527
USPEER,Q134540226,Sian,시안,Q134561342,GROUP,Wikidata_P463_P527
USPEER,Q134540226,Soee,소이,Q134561341,GROUP,Wikidata_P463_P527
USPEER,Q134540226,Yeowon,여원,Q134561340,GROUP,Wikidata_P463_P527
VANNER,Q63790667,GON,곤,Q132076325,GROUP,Wikidata_P463_P527
VANNER,Q63790667,Hye Sung,혜성,Q133980425,GROUP,Wikidata_P463_P527
VANNER,Q63790667,Park Sung-kook,박성국,Q133980450,GROUP,Wikidata_P463_P527
VANNER,Q63790667,Tae Hwan,태환,Q133980195,GROUP,Wikidata_P463_P527
VANNER,Q63790667,Yeong Gwang,영광,Q133980460,GROUP,Wikidata_P463_P527
VERIVERY,Q60577989,호영,호영,Q112020784,GROUP,Wikidata_P463_P527
VERIVERY,Q60577989,강민,강민,Q119710511,GROUP,Wikidata_P463_P527
VERIVERY,Q60577989,민찬,민찬,Q112020782,GROUP,Wikidata_P463_P527
VERIVERY,Q60577989,Gyehyeon,계현,Q122760771,GROUP,Wikidata_P463_P527
VERIVERY,Q60577989,Lee Dongheon,동헌,Q107109143,GROUP,Wikidata_P463_P527
VICTON,Q27861498,Choi Byung-chan,최병찬,Q57074219,GROUP,Wikidata_P463_P527
VICTON,Q27861498,Do Han-se,도한세,Q56819291,GROUP,Wikidata_P463_P527
VICTON,Q27861498,Han Seung-woo,한승우,Q56691163,GROUP,Wikidata_P463_P527
VICTON,Q27861498,Heo Chan,허찬,Q90713611,GROUP,Wikidata_P463_P527
VICTON,Q27861498,Kang Seung-sik,강승식,Q56690776,GROUP,Wikidata_P463_P527
VICTON,Q27861498,Lim Se-jun,임세준,Q91176175,GROUP,Wikidata_P463_P527
VICTON,Q27861498,Su-bin,수빈,Q68625274,GROUP,Wikidata_P463_P527
VIVIZ,Q108853211,Eunha,은하,Q21710247,GROUP,Wikidata_P463_P527
VIVIZ,Q108853211,SinB,신비,Q21709909,GROUP,Wikidata_P463_P527
VIVIZ,Q108853211,Umji,엄지,Q24572927,GROUP,Wikidata_P463_P527
VIXX,Q1447659,Hyuk,혁,Q18551454,GROUP,Wikidata_P463_P527
VIXX,Q1447659,Ken,켄,Q18551317,GROUP,Wikidata_P463_P527
VIXX,Q1447659,Lee Hong-bin,홍빈,Q18551486,GROUP,Wikidata_P463_P527
VIXX,Q1447659,Leo,레오,Q18550576,GROUP,Wikidata_P463_P527
VIXX,Q1447659,N,엔,Q9013304,GROUP,Wikidata_P463_P527
VIXX,Q1447659,Park Jun-hee,박준희,Q131465180,GROUP,Wikidata_P463_P527
VIXX,Q1447659,Ravi,라비,Q9027801,GROUP,Wikidata_P463_P527
VVUP,Q125131224,Kim,,Q135091451,GROUP,Wikidata_P463_P527
VVUP,Q125131224,Paan,,Q136898057,GROUP,Wikidata_P463_P527
WE IN THE ZONE,Q64481613,Kim Shi-hyun,김시현,Q16067762,GROUP,Wikidata_P463_P527
WINNER,Q15116397,Kang Seung-yoon,강승윤,Q10729153,GROUP,Wikidata_P463_P527
WINNER,Q15116397,Kim Jin-woo,김진우,Q17708811,GROUP,Wikidata_P463_P527
WINNER,Q15116397,Lee Seung-hoon,이승훈,Q15931598,GROUP,Wikidata_P463_P527
WINNER,Q15116397,Nam Tae-hyun,남태현,Q15981190,GROUP,Wikidata_P463_P527
WINNER,Q15116397,Song Min-ho,송민호,Q17682967,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Bona,보나,Q28870936,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Cheng Xiao,성소,Q24959132,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Dawon,다원,Q24867616,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Dayoung,다영,Q25418040,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Eunseo,은서,Q33574748,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Exy,엑시,Q24958839,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Luda,루다,Q52504841,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Meng Mei Qi,미기,Q28661939,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Seola,설아,Q28417155,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Soobin,수빈,Q60917505,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Wu Xuan Yi,우쉬엔이,Q30942487,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Yeoreum,여름,Q28524707,GROUP,Wikidata_P463_P527
WJSN,Q21964258,Yoo Yeon-jung,유연정,Q26710986,GROUP,Wikidata_P463_P527
WOOAH,Q94615987,Lucy,루시,Q111264400,GROUP,Wikidata_P463_P527
WOOAH,Q94615987,Minseo,민서,Q111264402,GROUP,Wikidata_P463_P527
WOOAH,Q94615987,Nana,나나,Q111264395,GROUP,Wikidata_P463_P527
WOOAH,Q94615987,Sora,소라,Q111264397,GROUP,Wikidata_P463_P527
WOOAH,Q94615987,Wooyeon,우연,Q111264396,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Bae Jin-young,배진영,Q30313912,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Ha Sung-woon,하성운,Q30313948,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Hwang Min-hyun,민현,Q30014912,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Kang Daniel,강다니엘,Q30243777,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Kim Jae Hwan,김재환,Q30311663,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Lai Kuan-li,라이관린,Q30311684,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Lee Dae-hwi,이대휘,Q30311778,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Ong Seongwu,옹성우,Q30311753,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Park Ji-hoon,박지훈,Q30114466,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Park Woojin,박우진,Q30311706,GROUP,Wikidata_P463_P527
Wanna One,Q30311578,Yoon Ji-sung,윤지성,Q30311766,GROUP,Wikidata_P463_P527
WayV,Q60062907,Dong Sicheng,윈윈,Q56259872,GROUP,Wikidata_P463_P527
WayV,Q60062907,Liu Yangyang,양양,Q67975872,GROUP,Wikidata_P463_P527
WayV,Q60062907,Lucas,루카스,Q52219380,GROUP,Wikidata_P463_P527
WayV,Q60062907,Qian Kun,쿤,Q60644128,GROUP,Wikidata_P463_P527
WayV,Q60062907,Ten,텐,Q26451151,GROUP,Wikidata_P463_P527
WayV,Q60062907,Wong Kunhang,헨드리,Q64604849,GROUP,Wikidata_P463_P527
WayV,Q60062907,Xiao Dejun,샤오쥔,Q67975453,GROUP,Wikidata_P463_P527
Weeekly,Q65046002,Cho Hye-won,조혜원,Q93969533,GROUP,Wikidata_P463_P527
Weeekly,Q65046002,Jihan,지한,Q93969537,GROUP,Wikidata_P463_P527
Weeekly,Q65046002,Lee Jae-hee,이재희,Q93970112,GROUP,Wikidata_P463_P527
Weeekly,Q65046002,Lee Soo-jin,이수진,Q93969535,GROUP,Wikidata_P463_P527
Weeekly,Q65046002,Monday,먼데이,Q93969529,GROUP,Wikidata_P463_P527
Weeekly,Q65046002,Park So-eun,박소은,Q93969530,GROUP,Wikidata_P463_P527
Weeekly,Q65046002,Yonnie,신지윤,Q93969540,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Choi Yoo-jung,최유정,Q26710983,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Elly,엘리,Q47460217,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Ji Su-yeon,지수연,Q43431125,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Kim Do-yeon,김도연,Q26710973,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Lua,루아,Q47669568,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Lucy,루시,Q27951671,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Rina,리나,Q47687990,GROUP,Wikidata_P463_P527
Weki Meki,Q32860762,Sei,세이,Q42850795,GROUP,Wikidata_P463_P527
Wonder Girls,Q476119,Hyelim,혜림,Q493899,GROUP,Wikidata_P463_P527
Wonder Girls,Q476119,Hyuna,현아,Q234066,GROUP,Wikidata_P463_P527
Wonder Girls,Q476119,Park Ye-eun,예은,Q483638,GROUP,Wikidata_P463_P527
Wonder Girls,Q476119,Sohee,안소희,Q483633,GROUP,Wikidata_P463_P527
Wonder Girls,Q476119,Sunmi,선미,Q624995,GROUP,Wikidata_P463_P527
Wonder Girls,Q476119,Sunye,선예,Q483642,GROUP,Wikidata_P463_P527
Wonder Girls,Q476119,Yubin,유빈,Q496580,GROUP,Wikidata_P463_P527
Wonho,Q28549863,Wonho,원호,Q28549863,SOLO,Wikidata_Entity
X1,Q65665588,Cha Jun-ho,차준호,Q65059171,GROUP,Wikidata_P463_P527
X1,Q65665588,Han Seung-woo,한승우,Q56691163,GROUP,Wikidata_P463_P527
X1,Q65665588,Kang Min-hee,강민희,Q66377043,GROUP,Wikidata_P463_P527
X1,Q65665588,Kim Woo-seok,김우석,Q28698246,GROUP,Wikidata_P463_P527
X1,Q65665588,Kim Yo-han,김요한,Q65832560,GROUP,Wikidata_P463_P527
X1,Q65665588,Lee Eun-sang,이은상,Q66368439,GROUP,Wikidata_P463_P527
X1,Q65665588,Lee Han-gyul,이한결,Q65054605,GROUP,Wikidata_P463_P527
X1,Q65665588,Nam Do-hyon,남도현,Q65926316,GROUP,Wikidata_P463_P527
X1,Q65665588,Son Dong-pyo,손동표,Q66737978,GROUP,Wikidata_P463_P527
X1,Q65665588,Song Hyeong-jun,송형준,Q65058867,GROUP,Wikidata_P463_P527
X1,Q65665588,WOODZ,우즈,Q27953522,GROUP,Wikidata_P463_P527
X:IN,Q117354566,Aria Gauthami,아리아,Q119784459,GROUP,Wikidata_P463_P527
X:IN,Q117354566,Chi.u,이재이,Q117706627,GROUP,Wikidata_P463_P527
X:IN,Q117354566,E.Sha,,Q117706636,GROUP,Wikidata_P463_P527
X:IN,Q117354566,Hannah,,Q123589809,GROUP,Wikidata_P463_P527
X:IN,Q117354566,Nizz,,Q123589806,GROUP,Wikidata_P463_P527
X:IN,Q117354566,Nova,노바,Q123589807,GROUP,Wikidata_P463_P527
X:IN,Q117354566,Roa,곽지은,Q117706594,GROUP,Wikidata_P463_P527
XD,Q125200745,BAO,바오,Q123157354,GROUP,Wikidata_P463_P527
XD,Q125200745,Jae min,재민,Q123157355,GROUP,Wikidata_P463_P527
XD,Q125200745,Kwon Yong-hyeon,용현,Q107109453,GROUP,Wikidata_P463_P527
XD,Q125200745,Park Do-ha,도하,Q123157351,GROUP,Wikidata_P463_P527
XD,Q125200745,Roni,로니,Q123157358,GROUP,Wikidata_P463_P527
XD,Q125200745,Shun,슌,Q123157353,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,Gohn,곤,Q16179570,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,Jenissi,제니씨,Q16179702,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,Kidoh,키도,Q18711353,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,Kim Sang-gyun,김상균,Q16168074,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,NAVINCI,NAVINCI,Q43089385,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,Nakta,낙타,Q16180320,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,P-Goon,P군,Q16172124,GROUP,Wikidata_P463_P527
XENO-T,Q15633507,Sangdo,상도,Q16167012,GROUP,Wikidata_P463_P527
XG,Q111419721,Amy Harvey,하비,Q30937999,GROUP,Wikidata_P463_P527
XG,Q111419721,Chisa,CHISA,Q34857497,GROUP,Wikidata_P463_P527
XG,Q111419721,Cocona,COCONA,Q122981341,GROUP,Wikidata_P463_P527
XG,Q111419721,Hinata,HINATA,Q114690696,GROUP,Wikidata_P463_P527
XG,Q111419721,Juria,JURIA,Q122981270,GROUP,Wikidata_P463_P527
XG,Q111419721,Jurin Asaya,JURIN,Q114690351,GROUP,Wikidata_P463_P527
XG,Q111419721,Maya,MAYA,Q122981309,GROUP,Wikidata_P463_P527
XIA,Q482783,Kim Junsu,김준수,Q482783,SOLO,Wikidata_Entity
XLOV,Q131624412,Chen Kuan Jui,,Q120696343,GROUP,Wikidata_P463_P527
XLOV,Q131624412,Wumuti,우무티,Q137442303,GROUP,Wikidata_P463_P527
Xdinary Heroes,Q109579414,Gaon,곽지석,Q114403435,GROUP,Wikidata_P463_P527
Xdinary Heroes,Q109579414,Gunil,구건일,Q114403427,GROUP,Wikidata_P463_P527
Xdinary Heroes,Q109579414,Jooyeon,주연,Q109579489,GROUP,Wikidata_P463_P527
Xdinary Heroes,Q109579414,Jun Han,준한,Q114403328,GROUP,Wikidata_P463_P527
Xdinary Heroes,Q109579414,Jungsu,김정수,Q114403430,GROUP,Wikidata_P463_P527
